sample,trait,value,label
Floor-Pot_1_1,npq_hist_NPQ,0.0,4.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,4.6
Floor-Pot_1_1,npq_hist_NPQ,0.0,4.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,4.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,4.9
Floor-Pot_1_1,npq_hist_NPQ,0.0012708256554283318,5.0
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.1
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.2
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.3
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.4
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.6
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,5.9
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.0
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.1
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.2
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.3
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.4
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.6
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,6.9
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.0
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.1
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.2
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.3
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.4
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.6
